
"1981M06","10334","9627","13459","9207","16448","10445","11045","11720","11029","11982","7982","15465","16648","20110","11976","11045","…","14640","10178","8407",
"1981M07","10541","9852","14217","9382","27018","10334","11019","11922","11074","12587","8480","16302","17199","18103","11962","11088","…","14709","9875","8423",
"1981M08","10683","9978","14660","9589","19787","10423","11089","12083","11219","12966","8576","16293","17211","18067","12158","11183","…","14747","9845","8534",
"1981M09","10940","10172","14316","9815","19871","11374","11120","12453","11938","12684","8685","16215","18018","18231","12394","11306","…","14491","10066","8639",
"1981M10","10921","10309","15200","9902","20577","10902","11443","12120","11218","13068","8703","16154","17010","18124","12541","11444","…","14409","10548","8617",
"1981M11","10895","10281","15157","9876","19788","10950","11476","12098","11323","12634","8626","16043","17331","18103","12447","11404","…","14387","10045","8612",
"1981M12","11652","10596","16283","10166","19974","10984","11806","13734","13190","13509","8813","16195","23348","21256","14233","12835","…","14237","10532","8758",
"1982","11472","10771","15198","10455","20612","12191","11415","12803","11729","13957","8730","16190","19269","20574","13997","13109","…","13360","8943","9446",
"1982M01","13580","12240","17287","12099","21188","13560","11805","16181","16207","17137","10558","17994","21565","22024","16402","13473","…","16160","13613","10890",
"1982M02","11148","10543","13818","10266","20668","11007","11120","12301","10935","13890","8660","17457","18598","20266","13327","12240","…","13016","8087","8985",
"1982M03","11017","10421","15591","10043","20421","11776","11299","12155","11093","13208","8619","16341","17768","20004","13189","12520","…","13016","8272","9124",
"1982M04","11042","10453","15922","10044","20299","11549","11477","12169","11004","13267","8766","15891","17965","20182","13573","12982","…","13067","8549","9251",
"1982M05","11162","10611","15023","10226","20788","11816","11627","12202","11194","13239","8423","15687","17474","20737","13676","12749","…","13062","8555","9302",
"1982M06","11340","10655","14577","10290","20690","13912","11575","12643","11582","13486","8344","15836","20126","21142","13585","12983","…","13046","8528","9386",
"1982M07","11213","10600","14496","10259","20395","11916","11539","12388","11175","13930","8372","15672","18427","19669","13632","13218","…","12984","8637","9420",
"1982M08","11166","10557","14506","10236","19486","12084","11393","12325","11180","13474","8469","15964","18321","19914","13675","12839","…","13152","8474","9378",
"1982M09","11485","10706","14859","10384","20522","12954","11390","12959","11710","14643","8584","15914","20338","19896","14022","13074","…","13151","8614","9463",
"1982M10","11293","10699","15238","10467","21021","12092","10749","12408","11211","13612","8553","15883","18604","19637","13791","13228","…","13105","8600","9382",
"1982M11","11248","10663","15190","10346","20715","11816","11306","12335","11228","13485","8639","15732","17450","19499","14218","13292","…","13221","8492","9391",
"1982M12","11969","11096","15861","10790","21147","11796","11639","13598","12277","14106","8815","15903","24415","23860","14988","14627","…","13310","8510","9371",
"1983","12122","11489","14822","11121","21678","12678","12718","13330","12232","14239","9494","16362","19134","21797","15544","12694","…","14119","9871","9829",
"1983M01","11827","11157","15607","10903","21281","12977","11406","13085","12154","14199","8935","15813","18960","19439","14979","13416","…","12845","8460","9817",
"1983M02","12597","11235","12404","10910","21509","13415","12354","15167","14193","16335","9955","19461","20009","23471","17809","13418","…","17641","10843","10804",
"1983M03","11721","11030","14355","10747","20394","12506","11682","13017","12169","13882","9329","16017","18551","19428","14755","12251","…","13113","9614","9294",
"1983M04","11631","11099","14259","10806","19653","11965","11962","12627","11618","13471","9255","16088","17737","19369","14680","11982","…","13208","9455","9348",
"1983M05","11855","11407","14392","11035","20611","12104","12704","12705","11799","13464","9312","15918","17598","19441","14880","12220","…","12946","9282","9486",
"1983M06","12181","11534","14331","11073","26153","14336","12907","13427","11941","14506","9453","16213","20837","31118","14984","12494","…","14653","9257","9601",
"1983M07","11913","11449","14915","11051","20405","12306","12956","12813","11810","13597","9672","15814","18316","19855","14855","12849","…","13316","9538","9771",
"1983M08","12050","11607","14987","11219","20376","12230","13165","12917","11739","13710","9459","16109","18517","19983","15554","12861","…","13615","9836","9881",
"1983M09","12445","11793","15045","11353","26867","13220","13187","13702","12267","15393","9696","16353","19949","20641","16100","12214","…","14821","11696","9955",
"1983M10","12167","11693","15342","11318","20855","12415","13117","13076","11965","13887","9496","16238","18174","20567","15680","12326","…","13835","10053","9996",
"1983M11","12112","11628","15827","11215","20524","12290","13241","13043","11946","13824","9518","16082","18061","20322","15875","12594","…","13956","9641","9753",
"1983M12","12908","12138","16558","11726","21492","12380","13731","14389","13196","14611","9840","16270","22641","27722","16442","13675","…","15438","10883","10217",
"1984","13409","12543","15773","12151","25503","13102","14122","15116","14419","15183","10632","18111","21505","22150","17195","13638","…","16683","10277","10235",
"1984M01","15370","13713","17986","13399","21667","17704","14653","18550","19024","18158","11425","17030","23747","27317","22144","15344","…","19362","14727","12617",
"1984M02","12647","11553","12960","11108","21144","13091","13950","14736","13487","16178","9618","21325","20005","22407","15987","13007","…","16320","10179","10525",
"1984M03","12897","12225","16049","11843","21863","13024","13896","14212","14015","13692","9845","17267","19403","21387","16273","12603","…","14710","10016","9473",
"1984M04","12930","12255","15676","11877","21083","12193","14015","14261","13767","13916","10304","16785","20358","21666","16339","13144","…","14760","9944","9979",
"1984M05","13254","12477","16319","12162","20930","11714","13794","14788","14242","14978","10233","16965","20533","21517","16961","13021","…","16720","10103","9955",
"1984M06","13278","12345","15218","11932","26820","14492","13927","15128","14120","16309","10558","19905","21301","21341","16909","13091","…","15869","10109","10030",
"1984M07","13295","12627","15018","12093","44875","11722","14056","14652","13925","14508","10696","17401","21417","21847","16607","13507","…","15966","9889","9947",
"1984M08","13198","12449","15011","12100","22460","12142","14142","14697","14009","14253","10679","17368","21488","21317","16691","13815","…","16740","10048","9964",
"1984M09","13563","12498","15887","12077","29209","14768","13996","15677","14528","16020","11330","20668","23164","22234","17101","13986","…","18501","9580","10046",
"1984M10","13289","12608","16350","12270","22127","12103","14062","14639","13791","14251","11073","17444","21270","20901","17151","13865","…","16749","9351","10070",
"1984M11","13304","12589","16280","12217","22334","12223","14290","14711","13882","14796","10818","17634","20770","21711","17016","13999","…","16518","9376","10050",
"1984M12","13890","13155","16521","12731","31551","12147","14628","15339","14182","15219","10943","17530","24394","22353","17255","14216","…","17876","10181","10298",
"1985","13980","13099","16322","12677","29007","13977","14763","15716","14413","16526","10619","20481","23247","23135","17896","14452","…","17583","10076","10351",
"1985M01","13701","13078","17738","12813","23133","12134","13885","14931","13441","16059","10984","19936","22766","20644","16874","14262","…","15584","10531","9926",
"1985M02","15745","14200","14710","13320","34581","21149","19081","18772","17410","20763","11895","22065","24827","27685","20685","19041","…","23473","12052","13626",
"1985M03","13329","12611","15264","12324","22040","13407","13803","14748","13647","15177","10196","17554","22647","21134","17198","13546","…","15674","9675","10227",
"1985M04","13358","12628","16497","12317","23372","12220","13831","14801","13855","15611","10352","17562","21255","20771","17013","13864","…","16102","9740","9683",
"1985M05","13436","12727","16799","12422","23075","13018","13869","14844","14123","14923","10254","17523","21455","20814","17071","13600","…","16153","9940","9950",
"1985M06","14406","13292","16515","12699","30466","16403","16128","16626","14925","19517","10521","21080","25018","28608","17815","13925","…","17805","10070","10255",
"1985M07","14058","13100","16413","12507","51406","12958","14379","15969","13997","15943","10364","34965","22713","21395","17504","13924","…","16601","10061","10118",
"1985M08","13521","12772","16550","12390","25706","13394","14323","14999","13752","15776","10521","19032","21936","21312","17392","14362","…","16741","9290","9983",
"1985M09","13792","12910","16112","12555","26202","13298","14264","15514","14089","16080","10528","18962","24884","21273","17699","13880","…","17441","10095","10180",
"1985M10","13769","13049","16543","12708","25578","13192","14332","15174","13993","15827","10500","18996","22140","22251","17423","13574","…","17285","9959","10037",
"1985M11","13767","13098","16209","12749","25844","13115","14473","15074","13805","15727","10611","19021","21851","21764","17589","13503","…","17605","9605","10045",
"1985M12","14873","13724","16511","13322","36473","13401","14741","17125","15876","16895","10708","19053","27406","29888","20496","15890","…","20489","9886","10152",
"1986","15118","14247","17181","13960","28998","15356","15037","16871","15787","17469","10525","23187","24565","22068","18417","15948","…","19142","10869","10323",
"1986M01","17383","16432","20825","16243","40060","18999","15473","19258","17814","20715","11145","24963","24578","29322","20043","24147","…","27698","12287","11037",
"1986M02","16614","15205","14297","14954","26674","14833","16354","19394","18835","20634","10226","29053","25175","22928","21394","17395","…","20126","12235","11824",
"1986M03","14341","13513","16467","13207","25702","14627","14600","15985","15001","16120","11134","19963","24732","20353","17406","14458","…","17321","10393","10047",
"1986M04","14314","13511","17159","13215","24963","14571","14536","15920","14768","17144","10592","20262","23432","20410","17203","14448","…","17693","10983","9954",
"1986M05","14460","13787","16968","13462","25207","24620","14683","15807","14781","16408","10442","21544","22219","19566","17857","14647","…","18165","10288","9956",
"1986M06","14725","13924","16540","13638","25603","14107","15002","16339","15122","16938","10350","21295","25647","22918","17943","14984","…","17692","10501","10042",
"1986M07","14951","14036","16883","13527","48210","13609","15232","16828","15086","16097","10616","38010","23339","23005","17621","14552","…","18555","10618","10106",
"1986M08","14615","13714","16450","13431","25236","13952","14821","16455","15005","19133","10480","21083","24358","19720","17516","14605","…","17902","10559","10028",
"1986M09","14810","14000","16263","13752","26467","13963","14795","16450","15157","16424","10566","21334","25125","20647","18922","15258","…","20163","10647","10181",
"1986M10","14717","14029","17103","13768","26198","13800","14881","16114","15337","16266","10407","19982","24062","19815","17693","14511","…","17783","10554","10149",
"1986M11","14589","13891","16503","13631","26036","13723","14787","16002","15264","16335","10221","20294","22604","20757","17554","14500","…","18493","10523","10111",
"1986M12","15966","14998","20829","14776","27851","13924","15296","17925","17266","17415","10195","20461","29327","25376","19863","17854","…","18510","10818","10446",
"1987","16496","15563","17863","15333","30242","15752","16045","18338","17196","18390","11151","24686","28054","23788","20490","16288","…","20453","11854","11460",
"1987M01","24060","22330","21072","22417","45599","22679","19821","27556","26188","27106","16010","38643","42399","27951","28701","26990","…","32701","15506","15512",
"1987M02","14753","13743","15074","13473","25748","14695","14831","16784","16228","16919","10656","23812","23230","21507","17846","14557","…","18056","10593","10315",
"1987M03","15204","14466","17316","14232","25008","13703","15303","16672","15348","17235","10357","20776","27896","21493","17730","14516","…","17690","10791","10331",
"1987M04","15170","14570","17154","14323","25880","17902","15257","16361","15487","16712","10439","20446","24405","21724","18090","14616","…","17719","10607","10441",
"1987M05","15544","14907","17359","14703","25561","14027","15513","16798","15898","17011","10502","22372","24463","21294","18205","15174","…","19269","10719","10721",
"1987M06","15477","14712","17513","14527","25894","13999","15086","16989","15957","16732","10384","25111","26615","22682","18132","14643","…","17743","10557","10487",
"1987M07","16055","15168","17793","14717","50790","14732","15829","17844","16425","17297","10492","32047","26352","29139","19055","15043","…","19386","11990","11505",
"1987M08","15913","15017","18024","14753","26694","15105","15980","17704","16404","19628","10811","21836","25669","21350","19855","15956","…","19913","12211","11834",
"1987M09","16208","15215","17313","14945","27215","16885","16150","18157","16786","17606","10939","23605","28228","22907","22714","16456","…","20830","12545","11781",
"1987M10","16292","15390","17796","15163","26680","15349","16119","18044","16969","17732","11074","22727","28206","23032","20303","15847","…","20420","12565","11472",
"1987M11","15967","15168","17490","14924","27247","15163","15974","17501","16509","17553","10766","22829","25038","22084","20103","15861","…","20859","12143","11349",
"1987M12","17324","16060","20632","15797","30268","15233","16722","19735","18211","19189","11594","22238","34209","29524","24946","16364","…","20885","11963","11733",
"1988","18399","17282","19762","16987","34495","20688","17879","20441","19024","20173","12142","27544","32362","25924","22883","17197","…","22887","13207","12829",
"1988M01","18456","17653","20286","17506","42336","15772","16808","19985","18797","21648","12488","25241","27524","28965","23875","17210","…","22042","12534","12242",
"1988M02","25434","22728","19631","23004","28601","22541","20364","30498","29932","26873","16039","47763","45647","35148","33453","25502","…","34566","16839","19182",
"1988M03","16687","15820","18605","15514","31998","16053","16726","18300","16909","18565","11745","23591","27808","22739","20981","16526","…","20886","12067","12081",
"1988M04","16678","15924","17907","15652","27973","20868","16713","18070","16647","18486","11571","23427","27722","23567","20692","16355","…","20172","11634","11772",
"1988M05","16872","16176","18493","15908","26902","22910","16909","18146","16578","17914","11406","23031","29863","24051","20500","16278","…","20402","11702","11974",
"1988M06","17391","16438","19072","16145","32056","19716","17113","19132","17112","19009","11632","25901","31081","23730","23703","16378","…","23016","12118","12276",
"1988M07","18043","16643","19266","16027","54580","23556","18042","20657","20073","18966","11702","34749","31030","26320","21155","16299","…","21585","12767","12063",
"1988M08","17628","16644","19123","16320","29356","21225","17805","19433","17661","20997","11824","24357","31333","24264","20910","16681","…","21694","12980","12095",
"1988M09","18338","17161","19181","16841","30141","21192","18281","20452","18374","19681","12001","27897","36009","25565","22486","16370","…","23325","13840","12796",
"1988M10","17895","16969","19797","16632","29612","21126","18154","19544","18165","19522","11677","24609","30475","25288","21458","16386","…","22735","13912","12314",
"1988M11","17933","17172","20611","16814","29621","21425","18468","19277","18024","19210","11787","24457","29196","25154","21712","16299","…","21583","13530","12444",
"1988M12","19491","18083","25606","17528","50385","21659","19096","21958","20222","21247","12047","25833","40026","27426","24075","16519","…","22712","14570","12795",
"1989","21247","19918","21689","19429","42612","23022","21433","23440","21021","23368","13491","32565","39248","30359","26065","18896","…","25146","16154","14737",
"1989M01","28130","26083","24012","26454","36054","24549","22806","31680","29287","29474","18253","54358","47904","42875","37533","24853","…","34338","22042","17766",
"1989M02","23886","22604","21695","21793","63415","24050","25453","26071","24744","26754","16522","32783","38500","31592","27513","19802","…","28363","21186","16405",
"1989M03","18918","18065","20479","17710","32932","21469","19189","20359","18384","20837","12230","25938","34480","25337","22284","16480","…","21487","13939","12604",
"1989M04","18906","18031","19849","17692","31816","23389","19052","20376","18664","19974","12348","25514","33597","25505","22949","16525","…","22512","14041","12644",
"1989M05","19462","18492","20001","18110","36081","21630","19631","21074","18550","21292","12316","27011","37752","26635","23504","16833","…","22823","13983","12683",
"1989M06","19713","18563","20364","18142","34303","24865","19940","21609","18515","21173","12091","25214","43918","26248","24155","16986","…","22798","14379","12682",
"1989M07","20248","18783","23625","18250","35506","21927","20993","22703","20422","21650","13032","38303","36231","35379","25086","17675","…","23671","15080","14891",
"1989M08","20445","19128","21380","18586","36594","22050","21474","22620","20293","23860","13025","27934","38448","27614","24423","17545","…","24151","14901","15246",
"1989M09","21014","19269","21210","18760","37031","22545","21264","23829","21451","23099","13233","31384","42576","27913","25109","18698","…","24576","15827","15677",
"1989M10","20787","19610","21385","18673","74806","23122","21697","22669","20378","21836","12994","28234","38164","28025","25202","19104","…","26000","15804","15086",
"1989M11","20785","19342","22914","18661","37556","23256","22279","23077","20229","22005","12773","44398","35595","27936","25144","19046","…","25978","16226","15280",
"1989M12","22617","20909","23511","20133","54968","23438","23361","25305","21517","28468","13223","29710","43682","38987","29939","23032","…","25059","16633","15791",
"1990","24317","22683","26522","22011","47466","28249","24719","26760","24692","26375","15448","36866","39061","33984","31149","22457","…","29158","17888","16902",
"1990M01","42944","38236","44797","38182","71781","41991","35574","50254","49330","43051","27758","71410","75423","55734","57529","46506","…","48168","31848","29457",
"1990M02","21728","19799","22030","18849","67296","35257","21705","24691","21171","26650","13926","47805","36327","28138","26839","19879","…","27806","15901","15054",
"1990M03","21471","20216","22549","19643","38574","24652","22302","23373","21697","22464","13675","30103","35861","28354","25982","19671","…","25322","16306","15123",
"1990M04","21554","20387","22608","19763","38619","26133","22699","23314","21237","22667","13687","28829","36334","30429","26264","19820","…","25964","16187","15081",
"1990M05","22120","20971","22050","20417","39695","25331","22870","23836","21590","23335","13959","30197","37008","29413","27152","21304","…","26376","16767","15451",
"1990M06","22065","20565","22545","20014","38342","25200","22431","24300","22143","22655","13555","30021","38879","42809","26641","19869","…","26251","16740","15193",
"1990M07","22781","21457","26273","20820","38457","26525","23895","24778","22890","24968","14638","41546","33409","29343","27950","19600","…","27149","17388","15859",
"1990M08","22612","21434","24349","20778","38311","26772","24037","24364","22602","26522","14355","32538","32253","29763","28373","19972","…","27526","16031","16220",
"1990M09","23120","21844","24498","21053","48737","27718","24479","24995","22768","26548","14564","34121","33704","31126","31100","21017","…","28269","16969","16412",
"1990M10","23234","21999","25448","21221","42527","26772","24986","25042","23219","25050","14999","31900","35173","33291","29447","21189","…","27618","17194","16360",
"1990M11","22907","21845","26129","20969","42673","26516","25328","24459","22677","24800","14857","31884","33062","31935","28864","20672","…","28295","16335","16158",
"1990M12","25071","23067","34431","21970","64352","26417","26136","28000","25056","27942","15053","32881","43193","38051","38156","21622","…","31158","17644","16457",
"1991","26881","25359","28671","24426","58395","29915","28193","29052","26435","29897","17049","41579","41031","39214","33695","23702","…","32366","18235","18631",
"1991M01","28882","27495","31192","26554","77498","28792","29365","30889","28163","32590","17864","38210","42195","33105","44847","26018","…","33581","22467","18204",
"1991M02","42406","38978","34200","38203","72087","57815","40561","47342","42512","45680","29548","99142","66671","59520","45694","34356","…","52194","26635","27030",
"1991M03","23859","22289","26816","21423","44404","27869","25498","26121","23663","30153","15082","33948","34860","36862","29470","22689","…","29197","16236","16825",
"1991M04","23834","22698","33583","21790","43240","27363","26003","25465","23581","25850","15073","33109","35560","32661","29890","21435","…","28677","15966","16740",
"1991M05","24995","24054","27242","22287","121353","27161","27221","26342","23956","26419","15032","32529","38954","33264","32371","22369","…","30475","16149","16969",
"1991M06","24930","23416","27211","22666","43793","27469","26072","27097","24135","26797","15528","34573","41118","35437","31964","22127","…","34298","16892","17330",
"1991M07","25532","23959","28342","23236","44228","27677","26557","27831","24959","26411","15828","55941","36862","49937","30366","22570","…","29486","16676","17798",
"1991M08","24899","23683","25491","22855","42731","27506","27023","26654","23955","30374","15816","37368","36038","32171","29970","22405","…","30102","17704","18013",
"1991M09","25548","24205","26705","23449","43199","27378","27045","27454","24955","29876","16128","35079","38411","34307","32082","22999","…","30338","17696","19149",
"1991M10","25121","24150","26731","23203","51127","27591","27499","26484","24009","27319","16290","33143","38399","34434","31458","22514","…","29375","17810","18154",
"1991M11","24908","24034","26870","23077","45220","27518","27759","26123","23920","27355","16032","33388","35759","34220","30945","22618","…","30036","17293","18285",
"1991M12","27856","25480","29401","24419","71791","26580","28151","31127","29620","30131","16407","33988","47248","54332","35686","23143","…","31458","18259","19085",
"1992","29449","27934","31937","26938","60937","31017","30825","31471","28152","32271","18209","44518","46380","39911","37883","25708","…","35670","20463","21485",
"1992M01","48826","45165","53220","44766","87172","47562","44169","53841","47684","41451","28161","99277","84649","70302","75233","43397","…","62314","32806","31283",
"1992M02","31223","29277","29865","28320","86251","38460","30325","33876","29829","41312","21097","45599","45732","40094","41012","30998","…","34107","21271","25230",
"1992M03","26310","24876","26902","23974","47096","26245","28221","28271","25413","32550","16577","36649","38553","37256","33318","22580","…","32221","17991","19160",
"1992M04","25963","24930","26831","24132","46426","28780","27580","27366","25202","28642","16949","34182","36978","37192","31947","22558","…","31792","18023","19383",
"1992M05","27250","26520","27514","25221","106298","26982","28204","28236","25296","28540","16992","36127","42222","37639","33629","23301","…","31979","18574","20144",
"1992M06","26852","25405","29191","24524","46265","26990","28513","28796","25579","28751","16432","36315","45949","36887","34097","22738","…","33667","18786","19514",
"1992M07","27451","25929","29685","25075","45115","29405","28977","29508","26827","28874","17055","58544","39421","37139","32343","23759","…","31344","19229","20202",
"1992M08","27472","25951","27462","24835","45041","31189","30395","29497","25144","36503","16861","39466","43471","35552","35670","23750","…","33363","19628","20134",
"1992M09","27486","25998","28394","24927","44752","28686","30207","29440","26665","30447","16987","38174","42466","37396","34418","23969","…","35157","20549","20721",
"1992M10","27229","26181","37186","25113","44631","30623","29947","28592","25947","28937","16988","36468","42462","36160","32260","23393","…","33883","19447","20230",
"1992M11","27145","26324","31037","25029","57818","28566","30715","28208","25373","28886","17005","36554","41200","35567","32430","23600","…","33973","19861","20428",
"1992M12","30397","28677","35795","27212","75008","28635","32958","32611","29366","32533","17804","37917","53894","42612","39706","25445","…","34823","19940","21166",
"1993","31708","30039","32875","28822","64897","33927","33638","33799","30548","34767","18950","48781","50035","42402","40699","27785","…","37176","21124","22150",
"1993M01","58826","53868","57128","53085","93708","44586","55683","65158","59348","61801","30805","122978","96016","79715","81086","53803","…","69612","35097","35667",
"1993M02","28373","26620","28995","25506","49211","30572","30570","30607","25942","35513","18056","41325","44278","38241","42708","26219","…","35416","18951","20720",
"1993M03","27941","26815","29123","25645","49042","41124","30552","29366","26450","29297","17393","39487","44444","37807","34129","23949","…","33590","18990","20778",
"1993M04","27973","26988","29802","25837","49215","32217","31008","29211","26134","29462","17505","37327","44568","38056","34218","24090","…","33715","19976","20619",
"1993M05","28921","28054","30669","26559","89980","31842","31350","30004","27475","30675","17491","37649","43965","38793","36215","24978","…","32532","19762","20610",
"1993M06","29801","27753","30144","26602","50094","30226","31846","32354","29824","31554","17691","40471","49357","37799","41892","25133","…","35392","20362","22050",
"1993M07","29630","27893","31463","26789","48494","31327","31867","31807","28966","31621","18063","61793","42168","43105","36046","26061","…","33465","19548","20667",
"1993M08","29041","27557","29385","26379","48634","30633","31918","30895","27430","37966","17630","42358","42166","42144","35096","25298","…","34243","19974","20848",
"1993M09","30078","28788","30622","27284","89435","30728","32329","31683","28426","33136","18413","46065","45623","42762","36737","26950","…","35862","19674","21670",
"1993M10","29134","28299","33407","26794","78447","34285","32135","30167","27794","30616","17949","38888","43767","37946","34854","25531","…","33812","20088","20711",
"1993M11","29047","27851","31136","26595","51928","33546","32062","30526","27901","30976","17928","39097","45548","37951","35780","25684","…","34303","19791","20774",
"1993M12","32096","30102","32651","28770","80573","36067","33122","34562","31548","34686","18457","39957","58836","38680","41919","26975","…","35288","21464","21247",
"1994","33661","31829","33887","30748","69330","38065","34379","35860","32089","36711","20373","52229","56462","42056","40700","29018","…","39633","22133","23205",
"1994M01","46449","42771","49043","42555","97193","38203","40663","50962","42354","50789","26124","108686","88202","57952","60278","34949","…","55396","26353","27906",
"1994M02","45432","42376","40365","41366","127405","52459","41896","49181","43399","50203","31326","68151","76294","66858","55438","37792","…","58095","29331","30507",
"1994M03","29934","28626","30453","27558","54121","34165","31877","31538","28843","31402","18877","45970","44347","39255","35689","27432","…","37064","21982","20866",
"1994M04","30082","28867","32810","27784","53657","37930","31980","31567","28672","31829","18302","40424","48488","38617","36018","26147","…","35319","20546","21679",
"1994M05","30326","29334","31452","28304","53870","33200","32453","31537","28511","33599","18526","40964","46769","37542","36344","28008","…","34883","20253","21274",
"1994M06","31225","29693","31327","28209","53958","56502","34005","33092","29974","32086","18422","42684","54468","38426","37576","26963","…","36415","20949","21875",
"1994M07","31495","29792","33265","28713","52800","32597","33299","33558","29805","32843","18848","70449","49489","38616","36138","26746","…","35204","20495","21910",
"1994M08","31018","29211","30299","28098","52957","33036","32800","33186","29283","39253","18604","43574","51978","36854","36989","27751","…","35626","20599","22261",
"1994M09","31617","30041","30648","28935","58729","33114","33303","33486","30572","34053","18783","43760","51350","39243","37797","28411","…","37432","21373","23233",
"1994M10","30690","29575","32451","28539","54989","33122","32566","31995","29285","32727","18699","40941","47779","38215","36983","26890","…","35718","21516","22330",
"1994M11","30991","30091","31730","28615","84724","37687","33339","32033","29309","34284","18792","41063","46171","37241","36738","27136","…","36883","20887","22249",
"1994M12","35105","31801","32426","30377","87928","35393","34945","38888","35610","37766","19540","42499","73309","38368","42954","30709","…","38470","21344","22432",
"1995","35389","33435","35633","32489","71940","39072","35278","37509","34150","39258","22316","54649","54658","40614","42718","32927","…","41623","22116","25077",
"1995M01","66984","60879","64564","61318","156998","53739","54081","73908","65880","72083","50292","138602","117305","81304","78553","60691","…","70076","37366","42291",
"1995M02","32324","29733","31081","28876","56416","40075","31675","35224","32221","40661","20587","49697","47220","35751","40794","32930","…","39445","21682","24582",
"1995M03","31460","30228","31329","29124","55089","37029","33487","32822","30070","36336","19662","41178","46384","37973","36667","29436","…","37305","19868","23177",
"1995M04","31384","30137","32384","29246","55704","36276","32382","32746","30481","33442","20317","41194","44543","39735","38504","28859","…","37890","19945","23360",
"1995M05","32632","31361","32390","30513","56800","33981","33612","34004","30949","37000","20045","43485","49771","38658","39156","30737","…","37510","20239","23510",
"1995M06","32319","30353","31823","29238","55561","48941","33089","34435","31954","34825","19555","45209","49607","36328","41267","29972","…","40327","19844","23427",
"1995M07","32852","31040","32572","30139","54965","34110","33615","34818","30614","33620","19589","72667","51298","38644","39233","29714","…","37290","20746","23177",
"1995M08","32901","31264","32432","30279","54469","43500","33906","34654","31416","42463","19592","46568","48266","35215","38479","31754","…","38437","20617","23379",
"1995M09","32796","31182","33268","30095","64304","34517","34104","34515","31692","34429","19251","48494","50052","37101","39243","30699","…","41203","21133","24539",
"1995M10","32083","30940","34483","29946","58770","34726","33670","33300","30610","35047","19336","43391","46850","35671","38618","30176","…","39191","20809","23271",
"1995M11","31998","30937","34307","29490","90291","36773","33886","33126","30368","34430","19230","44338","46533","34972","39185","30239","…","38691","20336","23314",
"1995M12","35181","32776","35865","31344","103769","34865","35129","37734","34755","37732","20491","44789","60314","37120","44537","31279","…","42258","22388","23300",
"1996","36699","34692","37354","33833","79953","39304","35817","38811","34904","40983","22198","55873","56886","40445","43217","33649","…","44797","23532","25846",
"1996M01","40090","39042","52636","37109","214615","35253","37797","41203","41138","39582","20961","47637","59371","37476","45434","32384","…","45405","24268","23751",
"1996M02","60803","56292","53612","58447","69183","52368","45892","65565","53671","71103","42541","134599","107474","72322","64373","51801","…","74851","35259","36790",
"1996M03","33249","31722","34379","30662","61214","43781","34351","34861","31516","35944","20439","44261","50678","40266","41759","32911","…","39246","21648","23294",
